일자	언론사	제목	본문
20210801	머니투데이	연구실 창업 독려한 '벤처 대부'이자 '괴짜 교수'	"[머니투데이 류준영 기자] [[머투 초대석]이광형 카이스트 총장은 누구]

 
이광형 카이스트(KAIST) 총장은 시간이 날 때면 대학 내 호수가 11마리 거위 가족을 만나는 일을 즐기는 편이다. 처음 학교 측에선 허가 없이 거위를 키운다고 성화를 냈지만, 지금은 이 거위가 카이스트를 상징하는 하나의 캐릭터가 됐다. 

그는 집무실에 TV와 조직도를 거.."
20210801	매일경제	대학생 최고 '카트라이더 듀오' 찾아라	"'대학생 최고의 카트라이더 듀오를 찾아라.'
대학 대학원생 가운데 최고 '카트라이더 러쉬플러스' 드라이버를 뽑는 무대가 올여름에도 돌아왔다. 매일경제신문과 MBN이 주최하는 대학생 e스포츠리그 MK챌린지가 대학 대학원생들을 위해 펼쳐진다. 코로나19 대유행의 끝이 아직 보이지 않는 상황이지만 게임이라는 가상세계 속에서 잠시나마 피서를 즐길 수 있는 기회.."
20210801	디지털타임스	"""게임사 과실로 인한 소비자 피해 막는다"""	"게임사의 과실로 인해 이용자가 피해를 입을 경우, 청약을 철회 할 수 있도록 하는 내용의 법안 개정이 추진된다.



국회 과학기술정보방송통신위원회 소속 양정숙 의원은 소비자가 게임물의 이용을 위해 구매한 아이템을 사업자의 고의 또는 과실로 이용하지 못할 경우, 청약을 철회할 수 있도록 보장하며 전자상거래에서 사업자가 소비자의 피해 예방에 노력하도록 하.."
20210731	세계일보	‘잘 키운 IP 하나 열 상품 안 부럽다’ 영화 게임 확장 ‘황금알’ [뉴스 인사이드]	"“어벤져스를 통해 마블을 접하고 지금은 마블 히어로에 흠뻑 빠졌어요. 영화에서 만화, 게임까지 다 즐기게 된 셈이죠.” 
 
 10만명의 구독자를 갖고 있는 마블 영화 전문 리뷰어인 메밀묵도리 채널의 노재혁씨는 자칭 마블 전문가다. 마블 영화 시리즈인 어벤져스를 접한 후 마블 히어로물에 푹 빠졌다는 노씨는 마블 신작 소개는 물론 캐릭터의 능력 및 장비 .."
20210730	매일경제	"하이브, 3대 엔터사 영업이익 합계보다 많이 벌었다는데 "	"미디어 및 엔터테인먼트 산업 간 합종연횡이 유행처럼 번지며 새로운 투자 트렌드로 자리매김하고 있다. 이로 인한 위기와 기회가 공존하면서 투자자들 역시 옥석 가리기와 유망 투자처를 찾아 발 빠른 대응에 나서는 분위기다.
 
이런 분위기는 국내에서도 손쉽게 찾아볼 수 있다. BTS 열풍은 전 세계를 뒤덮고 있고 인터넷 기업 네이버는 최근 메타버스 서비스 ‘.."
20210730	국민일보	"크래프톤, 공모가 최상단 49만8000원 확정"	"크래프톤의 ‘게임 대장주’가 확정됐다. 크래프톤은 29일 공모가격을 희망 범위 최상단인 49만 8,000원으로 최종 확정했다고 공시했다. 확정 공모가 기준 공모 자금은 역대 두 번째 공모 규모인 4.3조원, 상장 후 예상 시가총액은 약 24.4조원이다. 
 
크래프톤은 지난 14일부터 27일까지 약 2주간 국내외 기관투자자 대상 수요예측을 진행했다. 이.."
20210730	국민일보	NXC 김정주 대표직 사임 이재교 신임 대표	"김정주 대표가 일선에서 물러난다. 새 대표는 넥슨에서 23년 가까이 몸담은 이재교 브랜드홍보본부장이 맡는다. 
 
NXC는 29일자로 이 본부장을 신임 대표이사로 선임했다고 이날 밝혔다. 또한 NXC는 다국적 투자은행 출신 알렉스 이오실레비치(Alex Iosilevich)를 글로벌 투자총괄 사장(CIO)으로 영입했다고 첨언했다. 
 
1998년에 넥슨에.."
20210730	아주경제	인포바인 주가 27%↑...'공인인증서 휴대폰 저장 서비스 제공'	"[사진=게티이미지뱅크] 
 
인포바인 주가가 상승세다. 
 
30일 한국거래소에 따르면 오후 3시 2분 기준 인포바인은 전일 대비 27.07%(6200원) 상승한 2만9100원에 거래되고 있다. 
 
인포바인 시가총액은 929억원이며, 시총순위는 코스닥 1065위다. 액면가는 1주당 500원이다. 
 
2000년 설립된?인포바인은 공인인증서를 휴대폰에 .."
20210730	디지털타임스	"이정헌 넥슨 대표, `어린이 교통안전 릴레이 챌린지` 동참"	"이정헌 넥슨 대표가 '어린이 교통안전 챌린지' 캠페인에 동참했다고 30일 밝혔다. 이 대표는 크리에이터 도티의 지목으로 이번 캠페인에 참여했다.



어린이 교통안전 챌린지는 지난해 12월 행정안전부에서 어린이 교통안전의 국민적 관심을 높이고 어린이 보호구역내 교통사고 예방과 어린이 보호를 최우선으로 하는 문화를 정착시키고자 시작한 캠페인이다. 교통사고.."
20210730	머니투데이	"'코딩 장벽' 낮추는 넥슨 ""청소년 디지털 격차 없앤다"""	"[머니투데이 윤지혜 기자] ""환경과 관계없이 누구나 프로그래밍을 배워 꿈의 크기를 키울 수 있습니다.""(김정욱 넥슨재단 이사장)

넥슨이 청소년의 디지털 교육격차 해소에 앞장선다. 지난 2018년부터 초 중학교에서 소프트웨어 교육의 의무화됐지만, 체계적인 교육과정과 양질의 학습자료가 부족하다 보니 대부분의 학생들이 고가의 사교육으로 프로그래밍을 배우는 .."
20210730	머니투데이	"이정헌 넥슨 대표 ""어린이 위한 사회기여방안 고민"""	"[머니투데이 윤지혜 기자] 넥슨은 이정헌 대표가 '어린이 교통안전 챌린지' 캠페인에 동참했다고 30일 밝혔다. 이 대표는 초등생 사이에서 인기인 유튜버 도티의 지목으로 이번 캠페인에 참여했다. 

어린이 교통안전 챌린지는 2020년 12월 행정안전부에서 어린이 교통안전에 대한 국민적 관심을 높이고 어린이 보호구역 내 교통사고 예방과 어린이 보호를 최우선.."
20210730	아주경제	"[NNA] 印 타타車, 넥슨EV 네팔에 출시"	"[타타모터스가 네팔에 출시한 '넥슨EV' (사진=타타 제공)] 
 
 
인도의 자동차 제조사 타타모터스는 28일, SUV '넥슨'의 전기자동차 모델 '넥슨EV'를 네팔에 출시했다고 밝혔다. 가격은 359만 9000네팔루피(약 333만엔)부터. 
 
네팔에서 타타와 대리점 계약을 맺고 있는 자동차 판매회사 시프라디 트래이딩을 통해, 'XM', 'XZ+',.."
20210730	조선일보	"[스타트업] 한때 김범수-이해진의 맏형, 이준호 박사의 1조5000억원 회사"	"뉴스레터 [스타트업]에서 발송한 콘텐츠입니다. 매주 화/목/금 레터를 발송하는 유료 멤버십입니다. 스타트업 콘텐츠를 모은, 회원 전용 아카이브 [쫌아는아카이브]도 제공합니다. 가입을 원하면 [클릭] 하세요. 네이버에선 이 링크입니다. https://page.stibee.com/subscriptions/143087 
 
쫌잘나가는 스타트업의 브랜드 평가,.."
20210730	아주경제	"[게임 빅4 시대] ‘배그 신화’ 쓴 크래프톤 장병규 의장, 3조원대 주식 부호 예약"	"크래프톤 창업자인 장병규 의장. [사진=크래프톤 제공] 
 
 
배틀로얄 총싸움 게임 ‘배틀그라운드’로 유명한 크래프톤이 넥슨, 넷마블, 엔씨소프트 등 게임업계 빅3와 어깨를 나란히 한다. 다음달 10일 기업공개(IPO)에 나서는 크래프톤은 국내외 굵직한 기관투자자를 유치하면서 공모가를 최상단(49만8000원)으로 확정했다. 상장 시 기업가치가 24조원.."
20210730	서울신문	"넥슨 김정주, 16년 만에 대표직 떠난다"	"넥슨의 창업자인 김정주(53) NXC 대표가 16년 만에 최고경영자(CEO) 자리를 내려 놓는다. 다른 ‘벤처 1세대’ 대표주자들처럼 일찍이 성공을 거둔 뒤 CEO 자리에서 내려오는 것과 같은 모양새다.
넥슨의 지주회사인 NXC는 29일 김정주 대표가 물러나고 이재교(49) 브랜드홍보본부장이 신임 CEO로 선임됐다고 밝혔다. 1994년 넥슨을 창업해 큰.."
20210730	서울신문	크래프톤 공모가 49만 8000원 게임 대장주 유력	"다음달 상장하는 크래프톤이 공모가를 49만 8000원으로 확정지었다. ‘거품 공모가’ 논란에도 게임 대장주 등극이 유력해졌다.
크래프톤은 최근 마무리된 수요예측 결과를 통해 희망 범위 최상단인 49만 8000원으로 공모가를 결정했다고 29일 밝혔다. 전체 공모 물량의 55%인 475만 9826주 모집에 국내외 기관 621곳이 참여했다. 경쟁률은 243..."
20210730	조선일보	"넥슨 창업자 김정주, 16년만에 NXC 대표직 사임"	"김정주 넥슨 창업자가 넥슨의 지주회사인 NXC 대표직을 16년 만에 내려놓는다. 김 전 대표는 경영 일선에서 물러나 글로벌 혁신 기업에 대한 투자 기회와 신규 사업 구상, 인재 육성 등 장기적인 프로젝트에 집중할 계획이다. 김 전 대표는 지난 2005년 NXC 설립 이후부터 줄곧 대표직을 맡아왔다. 
 
29일 NXC는 김 전 대표의 후임으로 이재교 N.."
20210730	동아일보	"김정주,16년만에 NXC 대표 물러나"	"국내 대표 게임사인 넥슨의 김정주 창업자(53)가 지주회사 NXC의 대표직을 16년 만에 내려놓고 경영 일선에서 물러난다. 김 전 대표는 신사업 분야의 투자 기회 발굴과 ‘C레벨(최고위급)’ 임원 영입에 주력한다. 
 
 NXC는 29일 “임시주주총회와 이사회를 거쳐 신임 대표이사에 이재교 브랜드홍보본부장(49)을 선임했다”고 밝혔다. 김 전 대표의 사.."
20210730	중앙일보	"[Biz & Now] 김정주 넥슨 지주사 NXC 대표 사임, 후임에 이재교"	김정주 넥슨 창업자가 16년간 맡아왔던 넥슨 지주사 NXC 대표이사에서 물러난다. NXC는 이재교(사진) 브랜드홍보 본부장을 신임 대표이사로 선임한다고 29일 밝혔다. 김정주 전 대표는 대표이사직은 사임하지만 사내이사와 NXC 등기이사직은 유지한다. 향후 회사 주요 의사결정에 참여하며 미래 사업 발굴과 인재양성에 집중할 계획이다. 이재교 신임 대표는 1..
20210730	파이낸셜뉴스	"넥슨 김정주, NXC 대표 물러난다"	"이재교 NXC 신임 대표 선임 
알렉스 이오실레비치 CIO 영입 

 

 

 
 
 
 
 
 
 이재교 NXC 대표 
 
 
 
 
 
 
 
 
 
 알렉스 이오실레비치 CIO 
 
 
 넥슨 지주회사 엔엑스씨(NXC)는 이재교 브랜드홍보본부장을 신임 대표이사(CEO)로 선임한다고 29일 밝혔다. 또 다국적 투자은행 출신인 알렉스 이오실레비치를 .."
20210729	서울신문	김정주도 대표 자리 물러난다 ‘벤처 1세대’ 현역 CEO실종	"넥슨의 창업자인 김정주(53) NXC 대표가 16년 만에 최고경영자(CEO) 자리를 내려 놓는다. 다른 ‘벤처 1세대’ 대표주자들처럼 일찍이 성공을 거둔 뒤 CEO 자리에서 내려오는 것과 같은 모양새다.
넥슨의 지주회사인 NXC는 29일 김정주 대표가 물러나고 이재교(49) 브랜드홍보본부장이 신임 CEO로 선임됐다고 밝혔다. 1994년 넥슨을 창업해 큰.."
20210729	한국경제	'넥슨 창업자' 김정주 지주사 대표 내려놨다	"김정주 넥슨 창업자가 넥슨의 지주사인 NXC 대표에서 물러났다. 신임 NXC 대표는 이재교 브랜드홍보본부장이 맡는다. 
 
김 전 대표는 29일 “넥슨이 지주회사로 전환하고 16년 동안 NXC 대표를 맡았는데, 이제는 역량 있는 다음 주자에게 맡길 때가 됐다고 판단했다”고 밝혔다. 이어 “이 신임 대표는 넥슨컴퍼니의 역사와 DNA에 대한 이해도가 높아 .."
20210729	경향신문	넥슨 지주사 NXC 대표이사에 이재교 브랜드홍보본부장 선임	"넥슨 지주사인 NXC는 이재교 브랜드홍보본부장(사진)을 신임 대표이사로 선임하고, 다국적 투자은행 출신 알렉스 이오실레비치를 글로벌 투자총괄 사장(CIO)으로 영입했다고 29일 밝혔다."
20210729	한국경제	"크래프톤, 공모가 49만8000원 확정"	"올 하반기 기업공개(IPO) 최대어인 크래프톤의 공모가가 희망공모가(40만~49만8000원)의 최상단인 49만8000원으로 확정됐다. 기관투자가를 대상으로 한 수요예측에선 243 대 1의 경쟁률을 기록했다. 올해 공모기업 중 가장 낮은 수치지만 공모 규모가 큰 데다 공모가가 높다는 지적이 있었던 점을 감안하면 ‘선방’했다는 평가도 나온다. 
 
28일 .."
20210729	서울신문	크래프톤 공모가 49만 8천원 확정 ‘거품 논란’에도 게임 대장주 유력	"다음달 상장하는 크래프톤이 공모가를 49만 8000원으로 확정지었다. ‘거품 공모가‘ 논란에도 게임 대장주 등극이 유력해졌다.
크래프톤은 최근 마무리된 수요예측 결과를 통해 희망 범위 최상단인 49만 8000원으로 공모가를 결정했다고 29일 밝혔다. 전체 공모 물량의 55%인 475만 9826주 모집에 국내외 기관 621곳이 참여했다. 경쟁률은 243..."
20210729	서울경제	"김정주 ""이제 물러날때 글로벌 투자 전념"""	"국내 최대 게임사 넥슨 창업자인 김정주 NXC 대표가 지난 1994년 넥슨 창업 후 27년 만에 경영 일선에서 물러난다. 김 대표는 넥슨컴퍼니 지주사 NXC 신임 대표이사(CEO)로 이재교 브랜드홍보본부장을, 글로벌 투자총괄 사장(CIO)에 다국적 투자은행(IB) 출신 알렉스 이오실레비치를 선임하고 NXC를 전문 경영인 ‘투톱’ 체제로 전환했다. 앞으로.."
20210729	매일경제	물러나는 NXC 김정주 창업자 전문경영인 투톱 체제로 전환	"김정주 넥슨 창업자가 넥슨 지주사인 NXC 대표 자리에서 물러난다. NXC도 넥슨처럼 전문경영인체제를 도입한다.
NXC는 29일 이재교 브랜드홍보본부장을 신임 대표이사로 선임하고 다국적 투자은행 출신 알렉스 이오실레비치를 글로벌 투자총괄 사장(CIO)으로 영입했다고 밝혔다.
김 대표는 대표이사직을 사임하는 대신 사내이사와 NXC 등기이사직을 유지하며 회.."
20210729	아주경제	크래프톤 공모가 49만8000원 확정... 넥슨 엔씨소프트보다 시총 높아	"김창한 크래프톤 대표[사진=크래프톤 제공] 
 
다음달 10일 상장을 앞둔 크래프톤의 공모가가 49만8000원으로 결정됐다. 
 
크래프톤은 29일 신주 562만4000주를 발행하기 위한 유상증자 결정을 공시하며 희망 공모가를 공시했다. 
 
공모가 기준 공모 금액은 4조3098억원으로, 역대 최대인 2010년 삼성생명(4조8881억원)에 이어 2위다..."
